479	MISS	this	Mention 479 - this,  - ;; (I)
494	AMBG	the merchant's daughter	['Mention 5497 - merchant, Other;MA - Merchant;; ()', "Mention 5496 - the merchant's daughter, Hero;FE - Daughter;; ()"]	Mention 5495 - the yard, ;SS - ;; ()
494	AMBG	the merchant's daughter	['Mention 5497 - merchant, Other;MA - Merchant;; ()', "Mention 5496 - the merchant's daughter, Hero;FE - Daughter;; ()"]	Mention 5497 - merchant, Other;MA - Merchant;; ()
538	MISS	spite	Mention 538 - spite,  - ;; (I)
563	MISS	her	Mention 563 - her,  - ;; (I)
565	AMBG	the king's palace	['Mention 5566 - king, Other;MA - King;; ()', "Mention 5565 - the king's palace, ;SS - ;; ()"]	Mention 5566 - king, Other;MA - King;; ()
580	MISS	the spot	Mention 580 - the spot,  - ;; (I)
563	MISS	her	Mention 563 - her,  - ;; (I)
580	MISS	the spot	Mention 580 - the spot,  - ;; (I)
585	MISS	her	Mention 585 - her,  - ;; (I)
585	MISS	her	Mention 585 - her,  - ;; (I)
629	MISS	burst	Mention 629 - burst,  - ;; (I)
683	AMBG	the merchant's daughter	['Mention 5636 - merchant, Other;MA - Merchant;; ()', "Mention 5635 - the merchant's daughter, Hero;FE - Daughter;; ()"]	Mention 5636 - merchant, Other;MA - Merchant;; ()
683	AMBG	the merchant's daughter	['Mention 5636 - merchant, Other;MA - Merchant;; ()', "Mention 5635 - the merchant's daughter, Hero;FE - Daughter;; ()"]	Mention 5636 - merchant, Other;MA - Merchant;; ()
692	MISS	there	Mention 692 - there,  - ;; (I)
745	MISS	he	Mention 745 - he,  - ;; (I)
745	MISS	he	Mention 745 - he,  - ;; (I)
751	MISS	there	Mention 751 - there,  - ;; (I)
754	MISS	no way	Mention 754 - no way,  - ;; (I)
761	MISS	matter	Mention 761 - matter,  - ;; (I)
783	AMBG	the maiden's heart	['Mention 5696 - maiden, Hero;FE - Daughter;; ()', "Mention 5695 - the maiden's heart, ;PA - ;; ()"]	Mention 5696 - maiden, Hero;FE - Daughter;; ()
783	AMBG	the maiden's heart	['Mention 5696 - maiden, Hero;FE - Daughter;; ()', "Mention 5695 - the maiden's heart, ;PA - ;; ()"]	Mention 5696 - maiden, Hero;FE - Daughter;; ()
858	AMBG	The maidservant's eyes	['Mention 5760 - maidservant, Other;FE - Maidservent;; ()', "Mention 5759 - The maidservant's eyes, ;PA - Maidservent;; ()"]	Mention 5760 - maidservant, Other;FE - Maidservent;; ()
