1002					down	bring(merchant,vasili) bring(wife,vasili)	So the master brought him water and the mistress brought him the towel.
1002					Q4	speak(vasili,merchant) speak(vasili,wife) see(vasili,merchant) see(vasili,wife) fall(vasili,merchant) fall(vasili,wife)	The King's son spoke with them, and then saw that they were his father and mother, wept for joy, and fell at the feet of his parents.
1002					Q4	take(vasili,merchant) take(vasili,wife) live(vasili) live(merchant) live(wife)	Afterwards he took them with him to his own city of Khvalynsk, and they lived together long, and lived to enjoy good.
							
							
1003					alpha	think(you) judge(lord) overlook(lord)	If you think of it, what a big world God's world is: in it rich and poor folk live, and there is room enough for them all; and the Lord overlooks and judges them all.
1003					alpha	has(man)	There are fine folk who have holidays, there are wailful folk who must moil; every man has his lot.
1003					a6	grow(princess)	In the Tsar's palace, in the Prince's chamber every day the Princess Without a Smile grew fairer.
1003					a6	has(princess)	What a life she had, what plenty, what beauty round her!
1003					a6	!smile(princess) !laugh(princess)	There was enough of everything that exists that the soul may desire, but she never smiled, never laughed, and it seemed as though her heart could not rejoice at anything.
1003					B1	gaze(tsar,princess)	It was a bitter thing for the Tsar her father to gaze at his doleful daughter.
1003					B1	open(tsar,tsar)	He used to open his imperial palace to whatever would be his guest.
1003					B1	say(tsar,people)	Come, he said, come and try to enliven the Princess Without a Smile: any one who succeeds shall gain her as his wife.
1003					B1	say(tsar) throng(people)	And as soon as he had said this all folk thronged up at the gates of the palace, driving up from all sides, coming on foot, Tsarevichi and princes' sons, boyars and nobleman, military folk and civil.
1003					B1	celebrate(people) !smile(princess)	Feats were celebrated, rivers of mead flowed, and the Princess would not smile.
1003					alpha	dwell(laborer)	But, at the other end of the town, in his own little hut, there dwelt an honourable laborer.
1003					alpha	sweep(laborer) pasture(laborer)	Every morning he used to sweep out the courtyard: every evening he used to pasture the cattle, and he was engaged in ceaseless labor.
1003					a5	rich(master) begrudge(master)	His master was a rich man, a just man, and he did not begrudge pay.
1003					a5	put(master) say(master,laborer) go(master)	When the year came to an end he put a purse of money on the table, Take, he said, as much as you like; and the master went outside.
1003					a5	go(laborer) be(laborer) take(laborer)	The workman went up to the table and thought, How shall I not be guilty in the eyes of God if I take too much for my labour?
1003					a5	take(laborer) put(laborer,laborer) think(laborer)	So he took only one little coin, put it into the hollow of his hand and thought he would have alittle drink.
1003					a5	go(laborer) slip(coin,laborer)	So he went to the well, and the coin slipped through his fingers and fell to the bottom.
1003					a5	!have(laborer)	So the poor fellow had nothing left.
1003					a5	cry(people) become(people) put(people)	Now, anybody else in his place would have cried out, would have become melancholy and angry, might have put his hands up.
1003					a5	!do(laborer)	He did nothing of the sort.
1003					a5	say(laborer)	Everything, he said, comes from God.
1003					a5	know(lord) give(lord,people) divide(lord) take(lord)	the Lord knows what He gives to each man, whose money He divides, from whom He takes the last money.
1003					a5	give(laborer) do(laborer)	Evidently I have given bad care, I have done little work; and now am I to become angry?
1003					a5	set(laborer)	So he set to work once more.
1003					a5	touch(laborer)	And all that his hand touched flew like fire.
1003					a5	put(master) say(master,laborer) go(master)	Then, when the term was over, when one year more had gone by, the master again put a purse of money on the table: Take, he said, as much as your soul desires; and he himself went outside.
1003					a5	think(laborer) take(laborer)	Then again the labourer thought how he should not offend God, how he should not take too much for his work.
1003					a5	take(laborer) go(laborer)	So he took one coin and he went to have alittle drink at the well.
1003					a5	fell(coin,laborer) tumble(coin)	In some way or other the money fell from his hands and the coin tumbled into the well and was lost.
1003					a5	set(laborer) !sleep(laborer) !eat(laborer)	So he set to work even more obstinately: at night he would not sleep and by day he would not eat.
1003					a5	see(people)	Other men saw their corn grow dry and yellow, but his master's corn prospered amain.
1003					a5		Some men's cattle became bowlegged, but his master's gambolled in the street.
1003					a5		And the horses of some masters fell downhill, but his master's could not be kept to the bridle.
1003					a5	know(master)	The master knew very well whom he must thank, to whom he must render gratitude.
1003					a5	lay(master) say(master,laborer)	So, when the third year came to an end, he laid a pile of money on the table: Take, my dear man, as much as your soul desires.
1003					a5	go(master)	It is your work, and it is your money ; and he went out of the room.
1003					K4	take(laborer) go(laborer) take(laborer) know(laborer)	Once more the workman took a single coin, went to the well for a drink of water and looked, and the lost money floated up to the surface: so he took them, and he then felt sure that God had rewarded him for his labour.
1003					alpha	joyous(laborer) go(laborer) look(laborer)	He was joyous and thought,  It is now the time for me to go and look at the white world and to learn of people.
1003					alpha	think(laborer) go(laborer)	So he thought this, and he went out whither his eyes gazed.
1003					up D7	go(laborer) see(laborer,mouse)	He went on to the field, and he saw a mouse running: my friend, my dear gossip, give me a coin; I will be of service to you.
1003					E1	give(laborer,mouse)	So he gave the mouse a coin.
1003					D7	creep(beetle) say(beetle,laborer)	Then he went to the forest and a beetle crept up and said, My friend, my dear gossip, give me a coin; I will be of service to you.
1003					E1	give(laborer,beetle)	So he gave him the second coin.
1003					D7	come(laborer) meet(laborer,sheatfish)	Then he came up to the stream, and he met a sheatfish.
1003					D7		My friend, my dear gossip, give me a coin; I shall be of service to you.
1003					E1	give(laborer,sheatfish)	And he could not refuse him, so he gave his last coin.
1003					E	come(laborer)	So then he came into the city.
1003					E		Oh, it was so thronged!
1003					E	look(laborer,people) !know(laborer)	All the doors were opened, and he looked, and the workman turning in all directions, and he did not know where to go.
1003					E	sit(princess) gaze(princess,laborer)	In front of him stood the Tsar's palace decked with gold and silver, and at the window the Tsarevna Without a Smile sat and gazed on him straight.
1003					E	do(laborer)	What should he do?
1003					E	fall(laborer)	The light in his eyes turned dark, and a sleep fell on him, and he fell straight into the mud.
1003					F96	come(sheatfish) come(beetle) come(mouse) run(sheatfish,laborer) run(mouse,laborer) run(beetle,laborer) press(sheatfish,laborer) press(mouse,laborer) press(beetle,laborer) do(sheatfish) do(mouse) do(beetle)	Up came the sheat-fish with his big whiskers, and after him the beetle and the mouse: they all ran up, they all pressed round him and did all the service they could.
1003					F96	take(mouse,laborer) clean(beetle,laborer) drive(sheatfish)	The little mouse took his coat: the beetle cleaned his boots, and the sheat-fish drove away the flies.
1003					K8	gaze(princess,mouse) gaze(princess,beetle) gaze(princess,sheatfish) gaze(princess,laborer) smile(princess)	The Princess Without a Smile gazed on their services, and she smiled.
1003					K8		who is he who has enlivened my daughter?
1003					K8	cry(tsar)	cried the King.
1003					L	say(man) say(princess) point(princess,laborer)	One man said I, and another man said I. - - No, said the Princess, that is the man there; and she pointed out the workman.
1003					Q3 W#	take(people,laborer) stand(laborer) keep(tsar)	Instantly he was taked into the palace, and the workman stood in the imperial presence, a youth such as never was: then the Tsar kept his princely word and gave what he had promised.
