1	1125	Nikita and the dragon	Mention 1028 - us, Villain;PA,MB - Nikita,Dragon;; (I);Mention 1036 - us, Villain;PA,MB - Nikita,Dragon;; (I);Mention 1051 - we, Villain;PA,MB - Nikita,Dragon;; (I);Mention 1053 - We, Villain;PA,MB - Nikita,Dragon;; (I);Mention 1056 - us, Villain;PA,MB - Nikita,Dragon;; (I)					
2	2456	An old man	Mention 2158 - An old man, Other;MA - Father;; (I);Mention 2410 - father, Other;MA - Father;; (I)					
2	2457	his old wife	Mention 2167 - the mother, Other;FE - Mother;; (I);Mention 2207 - mother, Other;FE - Mother;; (I)					
2	2458	old man and his wife	Mention 2161 - they, Other,Other;MA,FE - Father,Mother;; (I);Mention 2169 - we, Other,Other;MA,FE - Father,Mother;; (I);Mention 2170 - we, Other,Other;MA,FE - Father,Mother;; (I);Mention 2179 - The parents, Other,Other;MA,FE - Father,Mother;; (I)					
2	2459	the children	Mention 2399 - their prey, Hero,Other;FE,MA - Daughter,Brother;; (I)					
2	2460	a daughter	Mention 2165 - Daughter, Hero;FE - Daughter;; (I);Mention 2166 - daughter, Hero;FE - Daughter;; (I);Mention 2171 - you, Hero;FE - Daughter;; (I);Mention 2174 - you, Hero;FE - Daughter;; (I);Mention 2176 - your, Hero;FE - Daughter;; (I);Mention 2180 - the daughter, Hero;FE - Daughter;; (I);Mention 2183 - her, Hero;FE - Daughter;; (I);Mention 2184 - she, Hero;FE - Daughter;; (I);Mention 2196 - The girl, Hero;FE - Daughter;; (I);Mention 2199 - She, Hero;FE - Daughter;; (I);Mention 2202 - She, Hero;FE - Daughter;; (I);Mention 2208 - her, Hero;FE - Daughter;; (I);Mention 2211 - She, Hero;FE - Daughter;; (I);Mention 2221 - The girl, Hero;FE - Daughter;; (I);Mention 2226 - She, Hero;FE - Daughter;; (I);Mention 2230 - me, Hero;FE - Daughter;; (I);Mention 2232 - you, Hero;FE - Daughter;; (I);Mention 2236 - you, Hero;FE - Daughter;; (I);Mention 2237 - my, Hero;FE - Daughter;; (I);Mention 2243 - her, Hero;FE - Daughter;; (I);Mention 2244 - She, Hero;FE - Daughter;; (I);Mention 2248 - me, Hero;FE - Daughter;; (I);Mention 2250 - you, Hero;FE - Daughter;; (I);Mention 2254 - you, Hero;FE - Daughter;; (I);Mention 2260 - She, Hero;FE - Daughter;; (I);Mention 2270 - you, Hero;FE - Daughter;; (I);Mention 2275 - you, Hero;FE - Daughter;; (I);Mention 2281 - She, Hero;FE - Daughter;; (I);Mention 2285 - she, Hero;FE - Daughter;; (I);Mention 2287 - She, Hero;FE - Daughter;; (I);Mention 2290 - her, Hero;FE - Daughter;; (I);Mention 2291 - she, Hero;FE - Daughter;; (I);Mention 2298 - her, Hero;FE - Daughter;; (I);Mention 2299 - She, Hero;FE - Daughter;; (I);Mention 2316 - her, Hero;FE - Daughter;; (I);Mention 2318 - her, Hero;FE - Daughter;; (I);Mention 2319 - she, Hero;FE - Daughter;; (I);Mention 2325 - me, Hero;FE - Daughter;; (I);Mention 2326 - she, Hero;FE - Daughter;; (I);Mention 2327 - you, Hero;FE - Daughter;; (I);Mention 2331 - she, Hero;FE - Daughter;; (I);Mention 2334 - her, Hero;FE - Daughter;; (I);Mention 2338 - She, Hero;FE - Daughter;; (I);Mention 2345 - she, Hero;FE - Daughter;; (I);Mention 2351 - me, Hero;FE - Daughter;; (I);Mention 2352 - she, Hero;FE - Daughter;; (I);Mention 2353 - you, Hero;FE - Daughter;; (I);Mention 2356 - She, Hero;FE - Daughter;; (I);Mention 2359 - her, Hero;FE - Daughter;; (I);Mention 2364 - She, Hero;FE - Daughter;; (I);Mention 2365 - her, Hero;FE - Daughter;; (I);Mention 2368 - her, Hero;FE - Daughter;; (I);Mention 2369 - her, Hero;FE - Daughter;; (I);Mention 2373 - her, Hero;FE - Daughter;; (I);Mention 2386 - me, Hero;FE - Daughter;; (I);Mention 2387 - she, Hero;FE - Daughter;; (I);Mention 2388 - you, Hero;FE - Daughter;; (I);Mention 2391 - The girl, Hero;FE - Daughter;; (I);Mention 2400 - the girl, Hero;FE - Daughter;; (I);Mention 2404 - she, Hero;FE - Daughter;; (I);Mention 2405 - she, Hero;FE - Daughter;; (I)					
2	2461	a little son	Mention 2164 - a little son, Other;MA - Brother;; (I);Mention 2177 - your little brother, Other;MA - Brother;; (I);Mention 2192 - the little boy, Other;MA - Brother;; (I);Mention 2193 - him, Other;MA - Brother;; (I);Mention 2201 - him, Other;MA - Brother;; (I);Mention 2203 - him, Other;MA - Brother;; (I);Mention 2306 - the little brother, Other;MA - Brother;; (I);Mention 2311 - him, Other;MA - Brother;; (I);Mention 2312 - him, Other;MA - Brother;; (I);Mention 2313 - him, Other;MA - Brother;; (I);Mention 2314 - him, Other;MA - Brother;; (I);Mention 2366 - her brother, Other;MA - Brother;; (I)					
2	2462	what they had told her	Mention 2168 - "we are going to work; we shall bring you back a bun, sew you a dress, and buy you a kerchief. Be careful, watch over your little brother, do not leave the house.", ; - ;; (I)					
2	2471	Swan Geese	Mention 2191 - Some magic swan geese, Villain;AA - Swan geese;; (I);Mention 2213 - the swan geese, Villain;AA - Swan geese;; (I);Mention 2216 - The swan geese, Villain;AA - Swan geese;; (I);Mention 2218 - they, Villain;AA - Swan geese;; (I);Mention 2222 - they, Villain;AA - Swan geese;; (I);Mention 2225 - them, Villain;AA - Swan geese;; (I);Mention 2231 - the geese, Villain;AA - Swan geese;; (I);Mention 2249 - the geese, Villain;AA - Swan geese;; (I);Mention 2269 - the geese, Villain;AA - Swan geese;; (I);Mention 2295 - the geese, Villain;AA - Swan geese;; (I);Mention 2315 - the geese, Villain;AA - Swan geese;; (I);Mention 2317 - the robbers, Villain;AA - Swan geese;; (I);Mention 2337 - the geese, Villain;AA - Swan geese;; (I);Mention 2363 - the geese, Villain;AA - Swan geese;; (I);Mention 2367 - The geese, Villain;AA - Swan geese;; (I);Mention 2370 - They, Villain;AA - Swan geese;; (I);Mention 2372 - they, Villain;AA - Swan geese;; (I);Mention 2374 - their, Villain;AA - Swan geese;; (I);Mention 2377 - they, Villain;AA - Swan geese;; (I);Mention 2397 - The geese, Villain;AA - Swan geese;; (I);Mention 2398 - their, Villain;AA - Swan geese;; (I)					
2	2480	a stove	Mention 2227 - a stove, Tester;AO - Stove;; (I);Mention 2228 - Stove, Tester;AO - Stove;; (I);Mention 2229 - stove, Tester;AO - Stove;; (I);Mention 2233 - my, Tester;AO - Stove;; (I);Mention 2235 - I, Tester;AO - Stove;; (I);Mention 2242 - The stove, Tester;AO - Stove;; (I);Mention 2382 - the stove, Tester;AO - Stove;; (I);Mention 2385 - Madam Stove, Tester;AO - Stove;; (I);Mention 2395 - the stove, Tester;AO - Stove;; (I);Mention 2396 - there, Tester;AO - Stove;; (I)					
2	2484	an apple tree	Mention 2245 - an apple tree, Tester;AO - Apple tree;; (I);Mention 2246 - Apple tree, Tester;AO - Apple tree;; (I);Mention 2247 - apple tree, Tester;AO - Apple tree;; (I);Mention 2252 - my, Tester;AO - Apple tree;; (I);Mention 2253 - I, Tester;AO - Apple tree;; (I);Mention 2347 - the apple tree, Tester;AO - Apple tree;; (I);Mention 2348 - Apple tree, Tester;AO - Apple tree;; (I);Mention 2349 - apple tree, Tester;AO - Apple tree;; (I);Mention 2350 - little mother, Tester;AO - Apple tree;; (I);Mention 2354 - my, Tester;AO - Apple tree;; (I);Mention 2358 - The apple tree, Tester;AO - Apple tree;; (I)					
2	2487	a river of milk with shores of pudding	Mention 2261 - a river of milk with shores of pudding, Tester;AO - River;; (I);Mention 2265 - River of milk, Tester;AO - River;; (I);Mention 2274 - I, Tester;AO - River;; (I);Mention 2320 - the river of milk with shores of pudding, Tester;AO - River;; (I);Mention 2324 - Little mother river, Tester;AO - River;; (I);Mention 2333 - the river, Tester;AO - River;; (I);Mention 2339 - you, Tester;AO - River;; (I)					
2	2493	a hedgehog	Mention 2286 - a hedgehog, Tester;AA - Hedgehog;; (I);Mention 2288 - him, Tester;AA - Hedgehog;; (I);Mention 2289 - he, Tester;AA - Hedgehog;; (I);Mention 2292 - Hedgehog, Tester;AA - Hedgehog;; (I);Mention 2293 - hedgehog, Tester;AA - Hedgehog;; (I);Mention 2294 - you, Tester;AA - Hedgehog;; (I);Mention 2297 - he, Tester;AA - Hedgehog;; (I)					
2	2496	Baba Yaga with veined snout and clay legs	Mention 2303 - Baba Yaga with veined snout and clay legs, Villain;MB - Baba;; (I)					
