17	4132	Prince Ivan, the tsar's son who was still a little boy	Mention 3368 - Prince Ivan, the tsar's son who was still a little boy,  - ;; (I);Mention 3372 - him,  - ;; (I);Mention 3373 - Prince Ivan,  - ;; (I);Mention 3379 - he,  - ;; (I);Mention 3380 - he,  - ;; (I);Mention 3390 - Prince Ivan,  - ;; (I);Mention 3395 - Prince Ivan,  - ;; (I);Mention 3396 - he,  - ;; (I);Mention 3398 - He,  - ;; (I);Mention 3400 - he,  - ;; (I);Mention 3402 - himself,  - ;; (I);Mention 3407 - him,  - ;; (I);Mention 3408 - him,  - ;; (I);Mention 3409 - stableboy,  - ;; (I);Mention 3410 - he,  - ;; (I);Mention 3412 - he,  - ;; (I);Mention 3417 - him,  - ;; (I);Mention 3418 - Prince Ivan,  - ;; (I);Mention 3434 - Prince Ivan,  - ;; (I);Mention 3436 - him,  - ;; (I);Mention 3441 - Prince Ivan,  - ;; (I);Mention 3446 - he,  - ;; (I);Mention 3447 - he,  - ;; (I);Mention 3456 - Prince Ivan,  - ;; (I);Mention 3458 - Prince Ivan,  - ;; (I);Mention 3466 - him,  - ;; (I);Mention 3479 - Prince Ivan,  - ;; (I);Mention 3480 - He,  - ;; (I);Mention 3481 - I,  - ;; (I);Mention 3484 - him,  - ;; (I);Mention 3485 - The young prince,  - ;; (I);Mention 3488 - him,  - ;; (I);Mention 3490 - he,  - ;; (I);Mention 3493 - him,  - ;; (I);Mention 3501 - Prince Ivan,  - ;; (I);Mention 3502 - He,  - ;; (I);Mention 3503 - I,  - ;; (I);Mention 3505 - I,  - ;; (I);Mention 3506 - He,  - ;; (I);Mention 3509 - himself,  - ;; (I);Mention 3513 - me,  - ;; (I);Mention 3522 - Prince Ivan,  - ;; (I);Mention 3531 - Prince Ivan,  - ;; (I);Mention 3533 - Prince Ivan,  - ;; (I);Mention 3536 - himself,  - ;; (I);Mention 3538 - me,  - ;; (I);Mention 3545 - Prince Ivan,  - ;; (I);Mention 3553 - him,  - ;; (I);Mention 3555 - Prince Ivan,  - ;; (I);Mention 3556 - you,  - ;; (I);Mention 3558 - you,  - ;; (I);Mention 3560 - your,  - ;; (I);Mention 3563 - you,  - ;; (I);Mention 3564 - you,  - ;; (I);Mention 3570 - you,  - ;; (I);Mention 3573 - the governor,  - ;; (I);Mention 3578 - He,  - ;; (I);Mention 3585 - his,  - ;; (I);Mention 3589 - he,  - ;; (I);Mention 3590 - him,  - ;; (I);Mention 3591 - he,  - ;; (I);Mention 3594 - He,  - ;; (I);Mention 3605 - Prince Ivan,  - ;; (I);Mention 3606 - governor of a province,  - ;; (I);Mention 3608 - he,  - ;; (I);Mention 3610 - him,  - ;; (I);Mention 3611 - a stableboy,  - ;; (I);Mention 3613 - Prince Ivan,  - ;; (I);Mention 3615 - he,  - ;; (I);Mention 3616 - a stableboy,  - ;; (I);Mention 3619 - him,  - ;; (I);Mention 3621 - him,  - ;; (I);Mention 3622 - Prince Ivan,  - ;; (I);Mention 3623 - himself,  - ;; (I);Mention 3624 - he,  - ;; (I);Mention 3631 - Prince Ivan,  - ;; (I);Mention 3633 - you,  - ;; (I);Mention 3638 - me,  - ;; (I);Mention 3639 - I,  - ;; (I);Mention 3645 - Prince Ivan,  - ;; (I);Mention 3648 - Prince Ivan,  - ;; (I);Mention 3649 - he,  - ;; (I);Mention 3652 - a soldier,  - ;; (I);Mention 3719 - Prince Ivan,  - ;; (I);Mention 3722 - he,  - ;; (I);Mention 3723 - himself,  - ;; (I);Mention 3725 - He,  - ;; (I);Mention 3729 - he,  - ;; (I);Mention 3732 - He,  - ;; (I);Mention 3755 - Prince Ivan,  - ;; (I);Mention 3756 - He,  - ;; (I);Mention 3812 - Prince Ivan,  - ;; (I);Mention 3816 - him,  - ;; (I);Mention 3817 - him,  - ;; (I);Mention 3818 - governor,  - ;; (I);Mention 3819 - he,  - ;; (I);Mention 3821 - he,  - ;; (I);Mention 3825 - him,  - ;; (I);Mention 3826 - him,  - ;; (I);Mention 3827 - He,  - ;; (I);Mention 3840 - Prince Ivan,  - ;; (I);Mention 3844 - Prince Ivan,  - ;; (I);Mention 3902 - Prince Ivan,  - ;; (I);Mention 3903 - himself,  - ;; (I);Mention 3906 - him,  - ;; (I);Mention 3908 - him,  - ;; (I);Mention 3909 - him,  - ;; (I);Mention 3913 - his,  - ;; (I);Mention 3916 - his,  - ;; (I);Mention 3918 - He,  - ;; (I);Mention 3928 - Prince Ivan,  - ;; (I);Mention 3929 - him,  - ;; (I);Mention 3933 - Prince Ivan,  - ;; (I);Mention 3935 - Prince Ivan,  - ;; (I);Mention 3936 - he,  - ;; (I);Mention 3943 - He,  - ;; (I);Mention 3978 - the dragon's slayer,  - ;; (I);Mention 3988 - Prince Ivan,  - ;; (I);Mention 4009 - Prince Ivan,  - ;; (I);Mention 4030 - Prince Ivan,  - ;; (I);Mention 4031 - him,  - ;; (I);Mention 4032 - he,  - ;; (I);Mention 4033 - Prince Ivan,  - ;; (I);Mention 4077 - Prince Ivan,  - ;; (I);Mention 4079 - his,  - ;; (I);Mention 4084 - him,  - ;; (I);Mention 4088 - him,  - ;; (I);Mention 4090 - him,  - ;; (I);Mention 4093 - the man who rescued me from the dragon,  - ;; (I);Mention 4099 - he,  - ;; (I);Mention 4101 - him,  - ;; (I);Mention 4103 - his,  - ;; (I);Mention 4121 - Prince Ivan,  - ;; (I)					
17	4133	the prison	Mention 3370 - the prison,  - ;; (I);Mention 3387 - the prison,  - ;; (I)					
17	4134	a drink	Mention 3375 - a drink,  - ;; (I)					
17	4135	Prince Ivan did not know anything yet, he was very little, so he drew some water and gave it to him; with the help of the water the old man vanished from the prison.	Mention 3388 - This,  - ;; (I)					
17	4136	anything	Mention 3378 - anything,  - ;; (I)					
17	4137	some water	Mention 3381 - some water,  - ;; (I);Mention 3382 - it,  - ;; (I);Mention 3385 - the water,  - ;; (I)					
17	4138	the help of the water	Mention 3384 - the help of the water,  - ;; (I)					
17	4139	the kingdom	Mention 3391 - the kingdom,  - ;; (I);Mention 3397 - home,  - ;; (I)					
17	4140	The tsar's word	Mention 3392 - The tsar's word,  - ;; (I);Mention 3394 - law,  - ;; (I)					
17	4141	a long time	Mention 3399 - a long time,  - ;; (I)					
17	4142	the kingdom	Mention 3401 - another kingdom,  - ;; (I);Mention 3431 - the kingdom,  - ;; (I);Mention 3672 - the whole kingdom,  - ;; (I);Mention 3699 - the whole kingdom,  - ;; (I);Mention 3763 - home,  - ;; (I);Mention 3781 - the whole kingdom,  - ;; (I);Mention 3859 - home,  - ;; (I);Mention 3891 - the whole kingdom,  - ;; (I);Mention 3964 - home,  - ;; (I);Mention 4049 - home,  - ;; (I)					
17	4143	the king	Mention 3403 - the king,  - ;; (I);Mention 3406 - The king,  - ;; (I);Mention 3422 - this king,  - ;; (I);Mention 3427 - his,  - ;; (I);Mention 3430 - his,  - ;; (I);Mention 3602 - The king,  - ;; (I);Mention 3630 - the king,  - ;; (I);Mention 3632 - him,  - ;; (I);Mention 3635 - the king,  - ;; (I);Mention 3656 - the king,  - ;; (I);Mention 3657 - him,  - ;; (I);Mention 3662 - the king,  - ;; (I);Mention 3675 - The king,  - ;; (I);Mention 3679 - he,  - ;; (I);Mention 3681 - his,  - ;; (I);Mention 3683 - he,  - ;; (I);Mention 3695 - he,  - ;; (I);Mention 3706 - the king,  - ;; (I);Mention 3764 - the king, her father,  - ;; (I);Mention 3773 - the king,  - ;; (I);Mention 3774 - his,  - ;; (I);Mention 3778 - the king,  - ;; (I);Mention 3782 - The king,  - ;; (I);Mention 3783 - he,  - ;; (I);Mention 3786 - The king,  - ;; (I);Mention 3795 - Your Majesty,  - ;; (I);Mention 3860 - the king,  - ;; (I);Mention 3884 - the king,  - ;; (I);Mention 3889 - he,  - ;; (I);Mention 3892 - the king,  - ;; (I);Mention 3893 - he,  - ;; (I);Mention 3967 - the king,  - ;; (I);Mention 4055 - king,  - ;; (I);Mention 4059 - The king,  - ;; (I);Mention 4069 - Father,  - ;; (I);Mention 4096 - father,  - ;; (I);Mention 4117 - Your Royal Majesty,  - ;; (I)					
17	4145	the stable	Mention 3411 - the stable,  - ;; (I);Mention 3650 - the stables,  - ;; (I)					
17	4146	the horses	Mention 3413 - the horses,  - ;; (I)					
17	4148	the stable master beat him more than once	Mention 3419 - all this,  - ;; (I)					
17	4149	another king	Mention 3420 - another king,  - ;; (I)					
17	4150	the hand of this king's daughter	Mention 3421 - the hand of this king's daughter,  - ;; (I)					
17	4151	this king's daughter	Mention 3423 - this king's daughter,  - ;; (I);Mention 3429 - Princess Martha, his daughter,  - ;; (I);Mention 3433 - she,  - ;; (I);Mention 3435 - she,  - ;; (I);Mention 3674 - Princess Martha,  - ;; (I);Mention 3682 - his daughter,  - ;; (I);Mention 3696 - her,  - ;; (I);Mention 3703 - Princess Martha,  - ;; (I);Mention 3707 - her,  - ;; (I);Mention 3711 - Princess Martha,  - ;; (I);Mention 3714 - her,  - ;; (I);Mention 3720 - Princess Martha,  - ;; (I);Mention 3727 - Princess Martha,  - ;; (I);Mention 3728 - princess,  - ;; (I);Mention 3730 - her,  - ;; (I);Mention 3752 - Princess Martha,  - ;; (I);Mention 3754 - her,  - ;; (I);Mention 3762 - Princess Martha,  - ;; (I);Mention 3765 - her,  - ;; (I);Mention 3775 - his daughter,  - ;; (I);Mention 3779 - her,  - ;; (I);Mention 3784 - Princess Martha,  - ;; (I);Mention 3791 - the princess,  - ;; (I);Mention 3797 - her,  - ;; (I);Mention 3811 - Princess Martha,  - ;; (I);Mention 3813 - the princess,  - ;; (I);Mention 3815 - she,  - ;; (I);Mention 3822 - Princess Martha,  - ;; (I);Mention 3824 - She,  - ;; (I);Mention 3839 - Princess Martha,  - ;; (I);Mention 3863 - Princess Martha,  - ;; (I);Mention 3865 - the princess,  - ;; (I);Mention 3866 - she,  - ;; (I);Mention 3868 - her,  - ;; (I);Mention 3870 - her,  - ;; (I);Mention 3871 - Princess Martha,  - ;; (I);Mention 3873 - me,  - ;; (I);Mention 3876 - she,  - ;; (I);Mention 3877 - I,  - ;; (I);Mention 3885 - Princess Martha,  - ;; (I);Mention 3890 - her,  - ;; (I);Mention 3895 - the princess,  - ;; (I);Mention 3901 - Princess Martha,  - ;; (I);Mention 3905 - Princess Martha,  - ;; (I);Mention 3907 - She,  - ;; (I);Mention 3927 - Princess Martha,  - ;; (I);Mention 3932 - She,  - ;; (I);Mention 3937 - Princess Martha,  - ;; (I);Mention 3940 - she,  - ;; (I);Mention 3969 - Princess Martha,  - ;; (I);Mention 3971 - me,  - ;; (I);Mention 3972 - she,  - ;; (I);Mention 3973 - I,  - ;; (I);Mention 4066 - the princess,  - ;; (I);Mention 4071 - I,  - ;; (I);Mention 4074 - Princess Martha,  - ;; (I);Mention 4076 - she,  - ;; (I);Mention 4078 - she,  - ;; (I);Mention 4082 - she,  - ;; (I);Mention 4083 - she,  - ;; (I);Mention 4085 - her,  - ;; (I);Mention 4087 - She,  - ;; (I);Mention 4094 - me,  - ;; (I);Mention 4097 - she,  - ;; (I);Mention 4098 - I,  - ;; (I);Mention 4100 - I,  - ;; (I);Mention 4122 - Princess Martha,  - ;; (I)					
17	4152	war	Mention 3424 - war,  - ;; (I)					
17	4153	The king departed with his troops, and Princess Martha, his daughter, was left to rule the kingdom	Mention 3432 - this,  - ;; (I)					
17	4154	his troops	Mention 3428 - his troops,  - ;; (I)					
17	4155	one of her provinces	Mention 3444 - it,  - ;; (I);Mention 3607 - a province,  - ;; (I)					
17	4157	One day	Mention 3445 - One day,  - ;; (I)					
17	4158	the town	Mention 3448 - the town,  - ;; (I)					
17	4159	nowhere	Mention 3454 - nowhere,  - ;; (I)					
17	4160	Good day	Mention 3455 - Good day,  - ;; (I)					
17	4161	a visit	Mention 3463 - a visit,  - ;; (I)					
17	4162	They-Prince Ivan and the old man	Mention 3464 - They,  - ;; (I);Mention 3470 - us,  - ;; (I);Mention 3475 - They,  - ;; (I);Mention 3496 - they,  - ;; (I);Mention 3515 - They,  - ;; (I);Mention 3526 - they,  - ;; (I);Mention 3539 - they,  - ;; (I);Mention 3957 - the two together,  - ;; (I)					
17	4163	a rich house	Mention 3467 - a rich house,  - ;; (I);Mention 3517 - home,  - ;; (I);Mention 3540 - home,  - ;; (I)					
17	4164	his little daughter	Mention 3476 - the daughter,  - ;; (I)					
17	4168	a half-gallon cup of wine	Mention 3477 - a half-gallon cup of wine,  - ;; (I);Mention 3478 - it,  - ;; (I);Mention 3482 - all that,  - ;; (I);Mention 3486 - the cup,  - ;; (I);Mention 3491 - all the wine,  - ;; (I);Mention 3514 - the wine,  - ;; (I)					
17	4169	great strength	Mention 3487 - great strength,  - ;; (I);Mention 3510 - all this new strength,  - ;; (I);Mention 3512 - it,  - ;; (I)					
17	4170	one draught	Mention 3489 - one draught,  - ;; (I)					
17	4171	a walk	Mention 3494 - a walk,  - ;; (I)					
